POSITION,1,E:\double-sphere data\h1d1-50.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
        11,          0.011000000,                  313,                 -122,Tue Apr 23 2019 00:05:18.011000.00,
        12,          0.012000000,                  313,                 -132,Tue Apr 23 2019 00:05:18.012000.00,
        13,          0.013000000,                  313,                 -142,Tue Apr 23 2019 00:05:18.013000.00,
        14,          0.014000000,                  313,                 -153,Tue Apr 23 2019 00:05:18.014000.00,
        15,          0.015000001,                  313,                 -163,Tue Apr 23 2019 00:05:18.015000.00,
        16,          0.016000001,                  313,                 -173,Tue Apr 23 2019 00:05:18.016000.00,
        17,          0.017000000,                  313,                 -184,Tue Apr 23 2019 00:05:18.017000.00,
        18,          0.018000000,                  313,                 -194,Tue Apr 23 2019 00:05:18.018000.00,
        19,          0.019000000,                  313,                 -205,Tue Apr 23 2019 00:05:18.019000.00,
        20,          0.020000000,                  313,                 -215,Tue Apr 23 2019 00:05:18.020000.00,
        21,          0.021000001,                  313,                 -226,Tue Apr 23 2019 00:05:18.021000.00,
        22,          0.022000001,                  313,                 -230,Tue Apr 23 2019 00:05:18.022000.00,
        23,          0.023000000,                  312,                 -227,Tue Apr 23 2019 00:05:18.023000.00,
        24,          0.024000000,                  312,                 -225,Tue Apr 23 2019 00:05:18.024000.00,
        25,          0.025000000,                  311,                 -223,Tue Apr 23 2019 00:05:18.025000.00,
        26,          0.026000001,                  311,                 -221,Tue Apr 23 2019 00:05:18.026000.00,
        27,          0.027000001,                  310,                 -219,Tue Apr 23 2019 00:05:18.027000.00,
        28,          0.028000000,                  310,                 -217,Tue Apr 23 2019 00:05:18.028000.00,
        29,          0.029000000,                  309,                 -214,Tue Apr 23 2019 00:05:18.029000.00,
        30,          0.030000000,                  309,                 -211,Tue Apr 23 2019 00:05:18.030000.00,
        31,          0.031000000,                  308,                 -209,Tue Apr 23 2019 00:05:18.031000.00,
        32,          0.032000001,                  308,                 -207,Tue Apr 23 2019 00:05:18.032000.00,
        33,          0.033000001,                  307,                 -204,Tue Apr 23 2019 00:05:18.033000.00,
        34,          0.034000000,                  307,                 -202,Tue Apr 23 2019 00:05:18.034000.00,
        35,          0.035000000,                  306,                 -200,Tue Apr 23 2019 00:05:18.035000.00,
        36,          0.036000000,                  306,                 -198,Tue Apr 23 2019 00:05:18.036000.00,
        37,          0.037000000,                  305,                 -196,Tue Apr 23 2019 00:05:18.037000.00,
        38,          0.038000001,                  305,                 -194,Tue Apr 23 2019 00:05:18.038000.00,
        39,          0.039000001,                  305,                 -192,Tue Apr 23 2019 00:05:18.039000.00,
        40,          0.040000000,                  304,                 -190,Tue Apr 23 2019 00:05:18.040000.00,
        41,          0.041000000,                  304,                 -188,Tue Apr 23 2019 00:05:18.041000.00,
        42,          0.042000000,                  303,                 -186,Tue Apr 23 2019 00:05:18.042000.00,
        43,          0.043000001,                  303,                 -184,Tue Apr 23 2019 00:05:18.043000.00,
        44,          0.044000001,                  302,                 -183,Tue Apr 23 2019 00:05:18.044000.00,
        45,          0.045000000,                  302,                 -181,Tue Apr 23 2019 00:05:18.045000.00,
        46,          0.046000000,                  301,                 -180,Tue Apr 23 2019 00:05:18.046000.00,
        47,          0.047000000,                  301,                 -178,Tue Apr 23 2019 00:05:18.047000.00,
        48,          0.048000000,                  300,                 -177,Tue Apr 23 2019 00:05:18.048000.00,
        49,          0.049000001,                  300,                 -175,Tue Apr 23 2019 00:05:18.049000.00,
        50,          0.050000001,                  300,                 -173,Tue Apr 23 2019 00:05:18.050000.00,
        51,          0.051000000,                  299,                 -171,Tue Apr 23 2019 00:05:18.051000.00,
        52,          0.052000000,                  299,                 -170,Tue Apr 23 2019 00:05:18.052000.00,
        53,          0.053000000,                  299,                 -168,Tue Apr 23 2019 00:05:18.053000.00,
        54,          0.054000000,                  298,                 -166,Tue Apr 23 2019 00:05:18.054000.00,
        55,          0.055000001,                  298,                 -164,Tue Apr 23 2019 00:05:18.055000.00,
        56,          0.056000001,                  297,                 -162,Tue Apr 23 2019 00:05:18.056000.00,
        57,          0.057000000,                  297,                 -161,Tue Apr 23 2019 00:05:18.057000.00,
        58,          0.058000000,                  297,                 -159,Tue Apr 23 2019 00:05:18.058000.00,
        59,          0.059000000,                  296,                 -157,Tue Apr 23 2019 00:05:18.059000.00,
        60,          0.060000001,                  296,                 -156,Tue Apr 23 2019 00:05:18.060000.00,
        61,          0.061000001,                  296,                 -154,Tue Apr 23 2019 00:05:18.061000.00,
        62,          0.062000000,                  295,                 -152,Tue Apr 23 2019 00:05:18.062000.00,
        63,          0.063000000,                  295,                 -150,Tue Apr 23 2019 00:05:18.063000.00,
        64,          0.064000000,                  295,                 -149,Tue Apr 23 2019 00:05:18.064000.00,
        65,          0.065000000,                  294,                 -147,Tue Apr 23 2019 00:05:18.065000.00,
        66,          0.066000001,                  294,                 -146,Tue Apr 23 2019 00:05:18.066000.00,
        67,          0.067000001,                  293,                 -144,Tue Apr 23 2019 00:05:18.067000.00,
        68,          0.068000000,                  293,                 -142,Tue Apr 23 2019 00:05:18.068000.00,
