POSITION,1,E:\double-sphere data\h1d1-49.avi,ft,0,0,1,
  ImageNr.,        TimeFromTrig.,                   X0,                   Y0,                    Absolute Time,
        10,          0.010000001,                  381,                 -391,Tue Apr 23 2019 00:05:18.010000.00,
        11,          0.011000000,                  381,                 -391,Tue Apr 23 2019 00:05:18.011000.00,
        12,          0.012000000,                  381,                 -391,Tue Apr 23 2019 00:05:18.012000.00,
        13,          0.013000000,                  381,                 -391,Tue Apr 23 2019 00:05:18.013000.00,
        14,          0.014000000,                  381,                 -391,Tue Apr 23 2019 00:05:18.014000.00,
        15,          0.015000001,                  381,                 -391,Tue Apr 23 2019 00:05:18.015000.00,
        16,          0.016000001,                  381,                 -391,Tue Apr 23 2019 00:05:18.016000.00,
        17,          0.017000000,                  381,                 -391,Tue Apr 23 2019 00:05:18.017000.00,
        18,          0.018000000,                  381,                 -391,Tue Apr 23 2019 00:05:18.018000.00,
        19,          0.019000000,                  381,                 -391,Tue Apr 23 2019 00:05:18.019000.00,
        20,          0.020000000,                  381,                 -391,Tue Apr 23 2019 00:05:18.020000.00,
        21,          0.021000001,                  383,                 -393,Tue Apr 23 2019 00:05:18.021000.00,
        22,          0.022000001,                  384,                 -396,Tue Apr 23 2019 00:05:18.022000.00,
        23,          0.023000000,                  386,                 -399,Tue Apr 23 2019 00:05:18.023000.00,
        24,          0.024000000,                  388,                 -402,Tue Apr 23 2019 00:05:18.024000.00,
        25,          0.025000000,                  389,                 -405,Tue Apr 23 2019 00:05:18.025000.00,
        26,          0.026000001,                  390,                 -408,Tue Apr 23 2019 00:05:18.026000.00,
        27,          0.027000001,                  391,                 -411,Tue Apr 23 2019 00:05:18.027000.00,
        28,          0.028000000,                  392,                 -414,Tue Apr 23 2019 00:05:18.028000.00,
        29,          0.029000000,                  393,                 -417,Tue Apr 23 2019 00:05:18.029000.00,
        30,          0.030000000,                  393,                 -419,Tue Apr 23 2019 00:05:18.030000.00,
        31,          0.031000000,                  393,                 -422,Tue Apr 23 2019 00:05:18.031000.00,
        32,          0.032000001,                  394,                 -425,Tue Apr 23 2019 00:05:18.032000.00,
        33,          0.033000001,                  393,                 -427,Tue Apr 23 2019 00:05:18.033000.00,
        34,          0.034000000,                  393,                 -430,Tue Apr 23 2019 00:05:18.034000.00,
        35,          0.035000000,                  393,                 -432,Tue Apr 23 2019 00:05:18.035000.00,
        36,          0.036000000,                  392,                 -435,Tue Apr 23 2019 00:05:18.036000.00,
        37,          0.037000000,                  392,                 -438,Tue Apr 23 2019 00:05:18.037000.00,
        38,          0.038000001,                  390,                 -440,Tue Apr 23 2019 00:05:18.038000.00,
        39,          0.039000001,                  389,                 -443,Tue Apr 23 2019 00:05:18.039000.00,
        40,          0.040000000,                  388,                 -446,Tue Apr 23 2019 00:05:18.040000.00,
        41,          0.041000000,                  386,                 -449,Tue Apr 23 2019 00:05:18.041000.00,
        42,          0.042000000,                  385,                 -452,Tue Apr 23 2019 00:05:18.042000.00,
        43,          0.043000001,                  383,                 -455,Tue Apr 23 2019 00:05:18.043000.00,
        44,          0.044000001,                  381,                 -458,Tue Apr 23 2019 00:05:18.044000.00,
        45,          0.045000000,                  379,                 -461,Tue Apr 23 2019 00:05:18.045000.00,
        46,          0.046000000,                  377,                 -465,Tue Apr 23 2019 00:05:18.046000.00,
        47,          0.047000000,                  374,                 -468,Tue Apr 23 2019 00:05:18.047000.00,
        48,          0.048000000,                  372,                 -472,Tue Apr 23 2019 00:05:18.048000.00,
        49,          0.049000001,                  369,                 -475,Tue Apr 23 2019 00:05:18.049000.00,
        50,          0.050000001,                  366,                 -480,Tue Apr 23 2019 00:05:18.050000.00,
        51,          0.051000000,                  364,                 -484,Tue Apr 23 2019 00:05:18.051000.00,
        52,          0.052000000,                  361,                 -488,Tue Apr 23 2019 00:05:18.052000.00,
        53,          0.053000000,                  358,                 -493,Tue Apr 23 2019 00:05:18.053000.00,
        54,          0.054000000,                  355,                 -497,Tue Apr 23 2019 00:05:18.054000.00,
        55,          0.055000001,                  352,                 -502,Tue Apr 23 2019 00:05:18.055000.00,
        56,          0.056000001,                  349,                 -507,Tue Apr 23 2019 00:05:18.056000.00,
        57,          0.057000000,                  346,                 -513,Tue Apr 23 2019 00:05:18.057000.00,
        58,          0.058000000,                  343,                 -518,Tue Apr 23 2019 00:05:18.058000.00,
        59,          0.059000000,                  340,                 -524,Tue Apr 23 2019 00:05:18.059000.00,
        60,          0.060000001,                  337,                 -529,Tue Apr 23 2019 00:05:18.060000.00,
        61,          0.061000001,                  334,                 -535,Tue Apr 23 2019 00:05:18.061000.00,
        62,          0.062000000,                  331,                 -541,Tue Apr 23 2019 00:05:18.062000.00,
